,level_0,Unnamed: 0,index,Area,Diameter (um),Volume (um3),FITC,TRITC,Alexa,FITC_b,TRITC_b,Alexa_b,Name,Source,Exp,Ratio,Ratio2
0,880,0,0,13.348,4.122523674052697,36.68496400083693,125.21732201249313,39.839786895120454,1281.6244432037279,156.5006779875069,160.07721310487955,191.18155679627225,R1_5h_#3,1_5_3.csv,2,0.7586302876695863,0.2586302876695863
1,881,1,1,9.332,3.4470090559017303,21.44499233978329,54.87032201249312,124.65078689512046,1165.758443203728,156.5006779875069,160.07721310487955,191.18155679627225,R1_5h_#3,1_5_3.csv,2,0.3056483014525655,0.1943516985474345
2,882,2,2,5.253,2.586180064978812,9.056802587555795,42.05232201249311,14.68778689512044,929.1944432037277,156.5006779875069,160.07721310487955,191.18155679627225,R1_5h_#3,1_5_3.csv,2,0.7411392544375326,0.2411392544375326
3,883,3,3,10.506,3.657410922631968,25.616506102114304,91.48732201249311,67.52278689512045,852.7364432037276,156.5006779875069,160.07721310487955,191.18155679627225,R1_5h_#3,1_5_3.csv,2,0.57535538237791,0.07535538237790995
4,884,4,4,7.292,3.0470416407080503,14.812685096028735,47.94832201249312,7.9737868951204405,1101.3014432037278,156.5006779875069,160.07721310487955,191.18155679627225,R1_5h_#3,1_5_3.csv,2,0.8574126217540619,0.35741262175406185
5,885,5,5,6.427,2.860613667382034,12.256776026842886,24.893322012493115,614.1537868951204,208.16444320372776,156.5006779875069,160.07721310487955,191.18155679627225,R1_5h_#3,1_5_3.csv,2,0.03895381367900362,0.46104618632099637
6,886,6,9,8.528,3.2951762983945896,18.734175648472707,64.0213220124931,5.647786895120447,1178.0284432037279,156.5006779875069,160.07721310487955,191.18155679627225,R1_5h_#3,1_5_3.csv,2,0.918934130439219,0.418934130439219
7,887,7,13,2.163,1.6595231650272788,2.393032403969336,32.78532201249311,27.75178689512046,915.4184432037276,156.5006779875069,160.07721310487955,191.18155679627225,R1_5h_#3,1_5_3.csv,2,0.5415739635423819,0.04157396354238185
8,888,8,14,4.388,2.363678303470651,6.914546930419479,46.65432201249311,17.373786895120446,974.0434432037276,156.5006779875069,160.07721310487955,191.18155679627225,R1_5h_#3,1_5_3.csv,2,0.7286537554905899,0.22865375549058986
9,889,9,15,8.096,3.2106303671048586,17.32884230138729,46.117322012493105,201.95378689512046,1040.1924432037279,156.5006779875069,160.07721310487955,191.18155679627225,R1_5h_#3,1_5_3.csv,2,0.18590363954743347,0.3140963604525665
10,890,10,16,18.478,4.850455680409454,59.75114670840394,112.4423220124931,115.85878689512043,1182.6444432037279,156.5006779875069,160.07721310487955,191.18155679627225,R1_5h_#3,1_5_3.csv,2,0.4925176340601791,0.007482365939820879
11,891,11,17,16.376,4.566242523627389,49.85119171128142,32.27332201249311,31.964786895120454,1519.429443203728,156.5006779875069,160.07721310487955,191.18155679627225,R1_5h_#3,1_5_3.csv,2,0.5024014959548108,0.0024014959548107617
12,892,12,19,10.444,3.646603050129537,25.390081503701925,118.55832201249314,38.242786895120446,789.0494432037277,156.5006779875069,160.07721310487955,191.18155679627225,R1_5h_#3,1_5_3.csv,2,0.7561064002573291,0.2561064002573291
13,893,13,20,22.309,5.329606083332684,79.2654547420459,102.72132201249309,49.85678689512045,1165.8294432037278,156.5006779875069,160.07721310487955,191.18155679627225,R1_5h_#3,1_5_3.csv,2,0.6732376141500819,0.17323761415008188
14,894,14,23,21.691,5.255267734840007,75.9946749576097,69.8613220124931,49.196786895120454,1311.3194432037278,156.5006779875069,160.07721310487955,191.18155679627225,R1_5h_#3,1_5_3.csv,2,0.5867834005889001,0.0867834005889001
15,895,15,24,9.023,3.3894601948017287,20.38873289179733,100.5813220124931,9.395786895120466,1192.921443203728,156.5006779875069,160.07721310487955,191.18155679627225,R1_5h_#3,1_5_3.csv,2,0.9145659766068827,0.41456597660688266
16,896,16,25,16.129,4.531675255028039,48.72759345889815,153.45332201249312,77.65078689512046,1001.3934432037278,156.5006779875069,160.07721310487955,191.18155679627225,R1_5h_#3,1_5_3.csv,2,0.6640008381410379,0.16400083814103794
17,897,17,26,9.517,3.481008581897572,22.08583911594612,130.67432201249312,1.7087868951204541,924.8184432037277,156.5006779875069,160.07721310487955,191.18155679627225,R1_5h_#3,1_5_3.csv,2,0.9870921078284015,0.4870921078284015
18,898,18,28,10.815,3.710806607236597,26.754915638175863,56.379322012493105,20.373786895120446,998.8754432037277,156.5006779875069,160.07721310487955,191.18155679627225,R1_5h_#3,1_5_3.csv,2,0.7345542456183236,0.2345542456183236
19,899,19,29,16.994,4.651605402786156,52.69958814329861,29.575322012493103,305.77778689512047,1087.429443203728,156.5006779875069,160.07721310487955,191.18155679627225,R1_5h_#3,1_5_3.csv,2,0.08819158441331407,0.4118084155866859
20,900,20,32,25.028,5.645054412991221,94.18961456556283,91.67732201249311,62.76978689512046,1186.3694432037278,156.5006779875069,160.07721310487955,191.18155679627225,R1_5h_#3,1_5_3.csv,2,0.5935839308415427,0.0935839308415427
21,901,21,33,15.264,4.408483686125823,44.86072999001638,45.69732201249312,23.801786895120443,1382.3694432037278,156.5006779875069,160.07721310487955,191.18155679627225,R1_5h_#3,1_5_3.csv,2,0.6575238550646657,0.1575238550646657
22,902,22,34,3.09,1.983509564693766,4.0860297032691575,100.11932201249311,30.802786895120448,352.39844320372777,156.5006779875069,160.07721310487955,191.18155679627225,R1_5h_#3,1_5_3.csv,2,0.7647243299689227,0.2647243299689227
23,903,23,35,14.955,4.363633507928268,43.50542607404482,60.123322012493105,13.253786895120442,1317.256443203728,156.5006779875069,160.07721310487955,191.18155679627225,R1_5h_#3,1_5_3.csv,2,0.8193743649425081,0.31937436494250815
24,904,24,36,13.225,4.103485467151374,36.17906353538461,68.96632201249312,9.656786895120462,1221.6364432037278,156.5006779875069,160.07721310487955,191.18155679627225,R1_5h_#3,1_5_3.csv,2,0.8771762268206958,0.37717622682069585
25,905,25,38,9.517,3.481008581897572,22.08583911594612,113.11632201249313,41.99378689512045,972.9744432037277,156.5006779875069,160.07721310487955,191.18155679627225,R1_5h_#3,1_5_3.csv,2,0.7292646675908614,0.2292646675908614
26,906,26,39,9.826,3.537068244544867,23.17015504726524,43.27932201249311,450.62078689512043,522.2084432037277,156.5006779875069,160.07721310487955,191.18155679627225,R1_5h_#3,1_5_3.csv,2,0.08762768266687854,0.41237231733312146
27,907,27,40,18.539,4.858455301826413,60.04726856037324,134.04932201249312,67.59978689512045,988.0514432037277,156.5006779875069,160.07721310487955,191.18155679627225,R1_5h_#3,1_5_3.csv,2,0.6647652585160116,0.16476525851601165
28,908,28,41,33.68,6.548488975838646,147.03540580416373,54.1283220124931,29.795786895120443,1691.4424432037279,156.5006779875069,160.07721310487955,191.18155679627225,R1_5h_#3,1_5_3.csv,2,0.6449674916665408,0.14496749166654077
29,909,29,42,4.758,2.461315451917918,7.807292613483637,124.14832201249311,13.909786895120448,462.7144432037277,156.5006779875069,160.07721310487955,191.18155679627225,R1_5h_#3,1_5_3.csv,2,0.8992468678212254,0.3992468678212254
30,910,30,43,32.259,6.408855941087428,137.8288558690262,63.2233220124931,31.88878689512046,1537.6674432037278,156.5006779875069,160.07721310487955,191.18155679627225,R1_5h_#3,1_5_3.csv,2,0.6647242158609331,0.1647242158609331
31,911,31,44,4.202,2.3130396812370413,6.47959516037203,56.220322012493114,10.45178689512045,871.9944432037277,156.5006779875069,160.07721310487955,191.18155679627225,R1_5h_#3,1_5_3.csv,2,0.8432359937855975,0.34323599378559755
32,912,32,46,6.489,2.874378438164757,12.43456112350074,78.45132201249311,23.37078689512046,761.8374432037277,156.5006779875069,160.07721310487955,191.18155679627225,R1_5h_#3,1_5_3.csv,2,0.770474338570953,0.27047433857095304
33,913,33,48,16.006,4.514362873433084,48.17126143477996,96.09032201249312,16.23978689512046,1271.891443203728,156.5006779875069,160.07721310487955,191.18155679627225,R1_5h_#3,1_5_3.csv,2,0.8554280143316076,0.35542801433160764
34,914,34,49,14.214,4.254154074415454,40.31236400916085,55.03432201249311,174.06578689512043,1208.305443203728,156.5006779875069,160.07721310487955,191.18155679627225,R1_5h_#3,1_5_3.csv,2,0.24021953666851437,0.25978046333148563
