,level_0,Unnamed: 0,index,Area,Diameter (um),Volume (um3),FITC,TRITC,Alexa,FITC_b,TRITC_b,Alexa_b,Name,Source,Exp,Ratio,Ratio2
0,672,0,0,2.472,1.774104888270511,2.923724855869802,121.6746781232444,2416.957937631345,145.64293420604318,146.97532187675557,144.56706236865512,157.0570657939568,R1_5h_#1,1_5_1_0002.csv,2,0.047929218811788375,0.45207078118821165
1,673,1,1,1.73,1.4841510746523858,1.711720906099085,634.0956781232444,0.0,44.22893420604319,146.97532187675557,144.56706236865512,157.0570657939568,R1_5h_#1,1_5_1_0002.csv,2,1.0,0.5
2,674,2,2,11.185,3.7737493700380784,28.139591135917264,124.8646781232444,99.5659376313449,2146.616934206043,146.97532187675557,144.56706236865512,157.0570657939568,R1_5h_#1,1_5_1_0002.csv,2,0.5563620529374727,0.05636205293747265
3,675,3,3,2.41,1.7517155313611117,2.814422953720185,504.3326781232444,1478.611937631345,0.0,146.97532187675557,144.56706236865512,157.0570657939568,R1_5h_#1,1_5_1_0002.csv,2,0.2543352316127729,0.24566476838722712
4,676,4,4,7.663,3.123593224366059,15.957396585544744,126.91167812324443,412.4409376313449,1663.0319342060432,146.97532187675557,144.56706236865512,157.0570657939568,R1_5h_#1,1_5_1_0002.csv,2,0.23530372230731975,0.2646962776926802
5,677,5,5,4.511,2.3965774734609187,7.207307321854803,896.2436781232445,48.98093763134489,7.024934206043184,146.97532187675557,144.56706236865512,157.0570657939568,R1_5h_#1,1_5_1_0002.csv,2,0.948180636840226,0.448180636840226
6,678,6,6,12.421,3.976796246371626,32.93052411745464,591.3876781232445,53.82093763134489,1284.6739342060432,146.97532187675557,144.56706236865512,157.0570657939568,R1_5h_#1,1_5_1_0002.csv,2,0.9165836656282095,0.4165836656282095
7,679,7,7,9.084,3.4008981202579736,20.595839016282287,87.69167812324443,194.01093763134486,1979.7929342060431,146.97532187675557,144.56706236865512,157.0570657939568,R1_5h_#1,1_5_1_0002.csv,2,0.3112916714967203,0.18870832850327968
8,680,8,8,28.86,6.0618226022423976,116.62946686714372,51.720678123244426,36.513937631344874,2423.038934206043,146.97532187675557,144.56706236865512,157.0570657939568,R1_5h_#1,1_5_1_0002.csv,2,0.5861721919557893,0.08617219195578929
9,681,9,10,4.449,2.3800509941021724,7.059231248507043,80.27467812324443,163.3909376313449,1974.7069342060433,146.97532187675557,144.56706236865512,157.0570657939568,R1_5h_#1,1_5_1_0002.csv,2,0.329446064331432,0.17055393566856802
10,682,10,11,2.966,1.9433034991180596,3.8425587855894423,346.79567812324444,197.87093763134487,1639.4009342060433,146.97532187675557,144.56706236865512,157.0570657939568,R1_5h_#1,1_5_1_0002.csv,2,0.6367118308559971,0.13671183085599714
11,683,11,12,2.163,1.6595231650272788,2.393032403969336,414.4536781232444,297.08993763134487,866.1429342060433,146.97532187675557,144.56706236865512,157.0570657939568,R1_5h_#1,1_5_1_0002.csv,2,0.5824712202409656,0.08247122024096565
12,684,12,13,7.478,3.085658003656521,15.38303370089564,274.2226781232444,2699.052937631345,98.04193420604318,146.97532187675557,144.56706236865512,157.0570657939568,R1_5h_#1,1_5_1_0002.csv,2,0.09222914844160833,0.40777085155839166
13,685,13,14,3.893,2.226369589186393,5.778171207135085,457.43767812324444,223.78193763134487,1487.5779342060432,146.97532187675557,144.56706236865512,157.0570657939568,R1_5h_#1,1_5_1_0002.csv,2,0.6714981006771791,0.17149810067717908
14,686,14,15,2.781,1.881722395548421,3.488713321346773,595.2026781232444,42.543937631344875,0.0,146.97532187675557,144.56706236865512,157.0570657939568,R1_5h_#1,1_5_1_0002.csv,2,0.9332902181205519,0.4332902181205519
15,687,15,16,2.101,1.6355660437562822,2.2908828386213,347.25967812324444,2316.638937631345,0.0,146.97532187675557,144.56706236865512,157.0570657939568,R1_5h_#1,1_5_1_0002.csv,2,0.1303576930704166,0.3696423069295834
16,688,16,17,2.41,1.7517155313611117,2.814422953720185,168.12767812324444,911.3299376313448,1566.2509342060432,146.97532187675557,144.56706236865512,157.0570657939568,R1_5h_#1,1_5_1_0002.csv,2,0.15575199588148317,0.34424800411851686
17,689,17,19,8.775,3.34255546028051,19.553949442640985,60.813678123244415,27.43993763134489,2538.083934206043,146.97532187675557,144.56706236865512,157.0570657939568,R1_5h_#1,1_5_1_0002.csv,2,0.6890786015198705,0.18907860151987055
18,690,18,20,2.781,1.881722395548421,3.488713321346773,590.8686781232445,189.2549376313449,0.0,146.97532187675557,144.56706236865512,157.0570657939568,R1_5h_#1,1_5_1_0002.csv,2,0.7574039116245899,0.25740391162458987
19,691,19,21,4.264,2.3300415058000006,6.623531320487468,320.90867812324444,118.12893763134491,1824.6239342060433,146.97532187675557,144.56706236865512,157.0570657939568,R1_5h_#1,1_5_1_0002.csv,2,0.730936636423937,0.23093663642393703
20,692,20,22,2.657,1.8392926548978896,3.258000389375795,64.28067812324443,2665.269937631345,0.0,146.97532187675557,144.56706236865512,157.0570657939568,R1_5h_#1,1_5_1_0002.csv,2,0.023549912484577214,0.4764500875154228
21,693,21,23,1.298,1.2855601615895855,1.1124380598288546,406.7386781232445,210.57593763134486,627.1329342060433,146.97532187675557,144.56706236865512,157.0570657939568,R1_5h_#1,1_5_1_0002.csv,2,0.6588839268385986,0.15888392683859864
22,694,22,0,0.927,1.0864129316100282,0.6714031917349973,875.1777164322065,0.0,0.0,147.6892835677935,145.2671465796798,155.5868760086031,R1_5h_#1,1_5_1_0003.csv,2,1.0,0.5
23,695,23,2,52.405,8.16848323385965,285.37957591361,36.20471643220651,73.51485342032021,2356.155123991397,147.6892835677935,145.2671465796798,155.5868760086031,R1_5h_#1,1_5_1_0003.csv,2,0.3299750124874624,0.17002498751253758
24,696,24,3,5.376,2.616282819669203,9.376757625694426,84.28771643220651,1064.5838534203203,1005.516123991397,147.6892835677935,145.2671465796798,155.5868760086031,R1_5h_#1,1_5_1_0003.csv,2,0.07336565604371773,0.4266343439562823
25,697,25,8,1.051,1.1567950386808616,0.8105277237690571,868.7227164322065,736.4978534203202,0.0,147.6892835677935,145.2671465796798,155.5868760086031,R1_5h_#1,1_5_1_0003.csv,2,0.5411858860692378,0.04118588606923779
26,698,26,9,1.545,1.402553063743339,1.4446296556556393,916.3107164322065,198.0928534203202,544.2131239913969,147.6892835677935,145.2671465796798,155.5868760086031,R1_5h_#1,1_5_1_0003.csv,2,0.8222431632675633,0.3222431632675633
27,699,27,10,6.365,2.8467823419150453,12.07984640419284,1255.8257164322067,159.27685342032018,446.22912399139693,147.6892835677935,145.2671465796798,155.5868760086031,R1_5h_#1,1_5_1_0003.csv,2,0.8874450115393975,0.3874450115393975
