,R1_5h_2krpm,R1_5h_5.2krpm,R1_5h_16krpm,R1_5h_30krpm,R2_5h_2krpm,R2_5h_5.2krpm,R2_5h_16krpm,R2_5h_30krpm,R1_0h_0krpm
0,0.047929218811788375,0.8265312262907318,0.7586302876695863,0.4486872989132615,0.01704939183912828,0.45090060078256855,0.39898750557265744,0.4895217462316147,1.0
1,1.0,0.5945674542475594,0.3056483014525655,0.38016621384433824,0.2477238933709695,0.7501773511544503,0.2548003380995927,0.5552436818988351,0.8685887772399148
2,0.5563620529374727,0.999566423707947,0.7411392544375326,0.3388369671936015,0.7084339371519079,0.9857555212182472,0.4816851034763552,0.4299118293831377,0.8891629255673108
3,0.2543352316127729,0.5438367039707631,0.57535538237791,0.43046593151082,0.6202776474099225,0.8832347322698848,0.21439687677579694,0.4260081831597297,0.9939682531949552
4,0.23530372230731975,0.27948105074491275,0.8574126217540619,0.17772623055792197,0.1324121560132246,0.46985483313429927,0.6410976841228492,0.5294480331037109,1.0
5,0.948180636840226,0.8890994706459623,0.03895381367900362,0.6296868835882049,0.5562989459059399,0.7929620040545853,0.3749510188789196,0.4652178522707244,0.8720661273887955
6,0.9165836656282095,0.033988694041828575,0.918934130439219,0.7406884272766898,0.02188746956723645,0.9322122295936918,0.5888245252073759,0.5353068764449758,0.9692920139657694
7,0.3112916714967203,0.04379585889939967,0.5415739635423819,0.776891651056425,0.4274615422299262,0.48975315264090225,0.3883770067941239,0.4482612466633749,0.8867119644778093
8,0.5861721919557893,0.49267405906853085,0.7286537554905899,0.6574191349546306,0.08642592821987294,0.4581207567660036,0.4651051742975006,0.4185604693013664,0.4802084887399946
9,0.329446064331432,0.8569010604822381,0.18590363954743347,0.8288867408273257,0.039690490703924,0.0705295809538527,0.4519869506519954,0.5296517526138015,1.0
10,0.6367118308559971,0.9585609178140505,0.4925176340601791,0.4654657656800151,0.27943553240906255,0.9686256401720759,0.7714362322548901,0.5740230113916373,1.0
11,0.5824712202409656,0.5306317009474044,0.5024014959548108,0.2599511799616915,0.040519984217910275,0.10963403018328167,0.3774942395875107,0.45315476448629055,0.7332708960194926
12,0.09222914844160833,0.048416260415539654,0.7561064002573291,0.3622716219738419,0.7109277781810044,0.048519711675170676,0.12387995896811226,0.4115410751803362,0.8227305377799482
13,0.6714981006771791,0.0714463972379918,0.6732376141500819,0.3145152171325003,0.43217747418086716,0.155842612886969,0.3070646087882505,0.5355541428209626,0.9811757243983644
14,0.9332902181205519,0.054549419601709385,0.5867834005889001,0.4323922695696779,0.8841833746848795,0.9332004360255137,0.5149822421267314,0.4493202564897524,0.6097680865755808
15,0.1303576930704166,0.9588512528353543,0.9145659766068827,0.2893029394720091,0.6289212949169428,0.22034169817816407,0.45046970174078793,0.5035695003196593,1.0
16,0.15575199588148317,1.0,0.6640008381410379,0.6212814059919716,0.2687834824536791,0.8368329893718622,0.8674923908865156,0.5028665456146351,0.9438859096203572
17,0.6890786015198705,1.0,0.9870921078284015,0.28593095029310694,0.9618669583248821,0.9375927736236216,0.5987816852563385,0.4766553897205341,0.6575983786924628
18,0.7574039116245899,0.9337217818560385,0.7345542456183236,0.20873486247780237,0.9836994606032275,0.36497151602824185,0.8016458649510896,0.4162718780046329,0.27423224107708977
19,0.730936636423937,0.5115238685030236,0.08819158441331407,0.5820874821230465,0.6584692457896796,0.009519951009071647,0.3786860851301269,0.5215024020051963,0.9321848304971189
20,0.023549912484577214,1.0,0.5935839308415427,0.4994903419373174,0.01228840466419381,0.8629519197287855,0.5642276889409225,0.42612071483063413,0.9963743445421
21,0.6588839268385986,0.9323474904442123,0.6575238550646657,0.5756315436420023,0.1172646443361575,0.5550255572300792,0.5025906107475896,0.5407177585338361,0.9369295242313064
22,1.0,0.6445112805696217,0.7647243299689227,0.28743084950998776,0.9283674605674909,0.845686989019998,0.5343869413179332,0.6347519320167848,0.010342612319296602
23,0.3299750124874624,0.39263698747479336,0.8193743649425081,0.7543508005964931,0.9552179501469206,0.8266452667814825,0.7324473907168062,0.41076950565340753,0.01065996651267453
24,0.07336565604371773,0.8986374893493667,0.8771762268206958,0.30713791853544864,0.41396490089275184,0.9249853046774323,0.6287836394263455,0.5092677703725007,1.0
25,0.5411858860692378,0.5177428293783567,0.7292646675908614,0.7010935604712248,0.9270304033295559,0.4247301413460618,0.6231326932367901,0.38712924816559424,0.9627028933868929
26,0.8222431632675633,0.8469928135484329,0.08762768266687854,0.5873297965593676,0.10659362003842308,0.8486858090900576,0.7291176108483857,0.43765625544821346,0.04035272964647433
27,0.8874450115393975,0.5687162321593371,0.6647652585160116,0.303559009766661,0.67849605767925,0.7931293005212243,0.5750759700521794,0.520588167768635,0.0020495959708993323
28,0.7028726105917289,0.8352451928926068,0.6449674916665408,0.1794323282586782,0.15062491705581876,0.05244858095706278,0.08681123349679788,0.4739725234719687,0.01498131252920164
29,0.1550546527486074,0.6057149635257765,0.8992468678212254,0.5770446299608305,0.034213218797192683,0.5826534129886621,0.2725340249575482,0.7702731981179257,1.0
30,0.624057169758649,0.8556228824317292,0.6647242158609331,0.40738562259880673,0.20693598265325952,0.6185835183631728,0.6550781295985317,0.5295434274045822,0.11178598784282193
31,0.4552800572125891,0.9301343844447846,0.8432359937855975,0.4307252510097003,0.9733423539888585,0.026864203051240723,0.5171833594393316,0.5383058070635413,0.9982196774809527
32,0.20120187762517106,0.4156771825624832,0.770474338570953,0.7995914558073851,0.7005387484860991,0.7515118021391612,0.43937013488875404,0.709664134226896,1.0
33,0.9756962751631083,0.6842573363533627,0.8554280143316076,0.1049113039980413,0.2908733370185222,0.16613474693930944,0.31386020910358975,0.5595321903955716,0.9459881753902957
34,0.6786456230961794,0.8308842777735959,0.24021953666851437,0.20573997089662804,0.6175650519435403,0.698127223261603,0.5529211522502111,0.561024055850201,0.8102123115142345
35,0.9752785708858531,0.9778403493181548,0.1131996553906841,0.5691042062878857,0.513892552054283,0.42515729051190027,0.8435576132454041,0.5296842897793167,0.01719531218899097
36,0.20889010336318803,0.6163990028478902,0.15765284565371107,0.5444038452716276,0.9965188254317567,0.9720044698128718,0.4555249511606147,0.3449955626279395,0.9456859740095869
37,0.8593830342959558,0.2662097335090762,0.2696444619811589,0.641502749174975,0.4474328007677545,0.7563813262728181,0.28460872892678607,0.4390450031616636,0.9358705912329046
38,0.9969658694569181,0.8012276751837907,0.4071636352718893,0.5702649006818472,0.7264652101458888,0.9577740224106528,0.8931192343661155,0.5242343649926282,0.49119164528412745
39,0.23639807935100474,0.8777475398935634,0.06445380589888511,0.3248900810958378,0.011096922064647501,0.4269213262186648,0.42386138815616337,0.5593194929419354,0.38789095409396235
